-0.346475,-0.103467,-0.072705,-0.008445,-0.121294,-0.115194,-0.136213,-0.205057,-0.186531,-0.118248,-0.166067,-0.207384,-0.176819,-0.283332,-0.299195,-0.287407,-0.243565,-0.201265,-0.288313,-0.220619,-0.171122,-0.163881,-0.043854,-0.053286,-0.096962,-0.075420,-0.050803,-0.035596,-0.128388,-0.068399,-0.089405,-0.006485,0.026868,-0.026707,-0.022121,-0.055867,-0.081257,-0.035202,-0.012626,-0.001285,-0.019735,-0.026385,0.021613,-0.061226,0.025627,0.013872,-0.010819,-0.016843,-0.013010,-0.014678,0.009050,0.016800,0.002350,0.044218,0.056003,0.029416,0.011439,0.066375,0.073799,-0.016483,-0.017262,0.073297,0.049284,0.117606
-0.078594,-0.032175,-0.078617,-0.018244,-0.055869,-0.013141,-0.048546,0.060894,-0.021186,-0.029359,-0.064763,-0.037296,-0.036609,-0.029144,-0.047611,0.018606,0.066409,0.005087,-0.006716,0.003759,-0.011035,-0.072159,-0.225182,-0.147263,-0.001574,-0.085510,0.009812,0.010864,-0.017132,-0.018936,-0.098872,-0.040445,-0.000173,-0.001116,-0.025392,0.021538,-0.000200,0.003989,0.019528,-0.054427,-0.047965,-0.017936,-0.033283,-0.056737,-0.073157,0.025336,0.028326,-0.021296,0.079135,-0.002872,0.074630,0.040075,-0.030760,-0.020589,0.047177,-0.016929,0.025816,0.042382,0.024744,0.019008,0.077879,0.081870,0.005235,0.070717
-0.015752,-0.001772,-0.008520,0.037835,-0.013215,-0.027850,-0.026177,-0.016101,0.001591,-0.013568,-0.004194,0.006467,0.023267,0.020935,0.048231,-0.002449,-0.004479,-0.010859,-0.031672,-0.017016,-0.035269,0.027845,-0.000894,-0.008439,-0.115567,-0.154676,-0.063277,-0.101996,-0.027058,0.000168,-0.033272,0.008604,-0.002015,-0.010576,-0.038289,0.043727,-0.088050,-0.031728,-0.052928,-0.023817,-0.048426,-0.041814,-0.062463,0.018653,0.003583,-0.025315,-0.036048,-0.004903,-0.012215,0.006342,0.046322,-0.004155,0.041726,0.001562,0.034580,0.030223,0.046302,0.039558,-0.013697,0.033192,-0.013774,0.012860,0.106780,0.056662
-0.045932,-0.027348,-0.042770,0.035988,0.015421,-0.014161,0.048592,0.004774,0.074344,0.053052,0.029924,-0.036669,-0.052422,0.007877,0.019110,-0.021335,-0.076713,0.025870,0.014383,0.017105,-0.062175,-0.059802,-0.059560,-0.033707,-0.065260,-0.181892,-0.069139,-0.055872,-0.020095,0.018661,0.025534,0.003861,-0.078946,-0.062594,-0.037502,-0.023193,0.005466,-0.040525,-0.040008,-0.050777,-0.052096,-0.034069,-0.012366,0.005323,-0.020037,-0.014222,-0.082526,0.014305,0.005941,0.029192,-0.106779,0.041513,0.029380,0.069917,0.009028,0.024399,0.004858,0.108869,0.049230,0.035273,0.075503,0.043777,0.011600,-0.000626
-0.118751,-0.064609,-0.097496,-0.079121,-0.069559,-0.017215,-0.016821,-0.060615,-0.038378,0.028472,-0.026352,-0.011139,-0.001307,0.047935,0.073690,0.009570,-0.043456,0.010103,-0.018743,0.029916,-0.077848,-0.030650,-0.020431,0.051129,0.073955,0.027723,-0.089139,-0.168162,-0.225756,-0.196624,-0.044960,-0.064902,-0.078412,0.005541,-0.051930,0.019049,0.001464,0.058807,0.035544,-0.048087,-0.050149,-0.013614,-0.058365,-0.065074,-0.075817,0.044202,0.005813,0.002571,0.016391,-0.034015,0.029745,-0.035008,-0.026032,0.004827,0.040570,0.085064,0.038597,0.030792,-0.032618,0.031408,0.010828,0.088405,0.012119,-0.012839
-0.108446,-0.025389,-0.012386,-0.036197,-0.018329,0.030266,-0.007801,-0.003041,-0.008455,0.053378,0.056289,0.035151,-0.051928,0.044747,-0.041875,-0.039619,0.017811,-0.030694,-0.076305,-0.022763,0.093762,0.032186,-0.020298,0.070161,-0.039037,-0.041840,-0.052084,-0.095897,-0.040707,-0.047621,-0.095425,-0.048332,-0.039122,-0.055409,-0.055076,-0.021821,-0.058371,-0.016574,-0.112879,-0.015156,-0.075019,-0.007777,-0.033974,-0.000188,-0.015652,0.001567,-0.060701,-0.046056,0.011582,-0.016568,-0.001055,0.037648,0.025595,0.024894,0.039456,-0.045522,0.021717,0.082950,-0.002466,-0.002239,0.064890,0.066392,-0.009733,0.031265
-0.071506,-0.096636,-0.017532,0.003324,0.019749,-0.011385,0.100044,-0.057214,-0.035218,0.019818,-0.060522,-0.015095,-0.004088,-0.023785,-0.042281,-0.002705,0.021086,0.029332,-0.018656,-0.021881,0.008593,-0.071977,-0.022978,-0.028214,-0.015686,0.017221,0.026582,-0.009437,0.067335,0.006179,-0.142746,-0.225115,-0.161318,-0.147828,-0.080261,0.040271,-0.040383,-0.041902,0.006501,0.043445,0.052554,-0.023409,-0.052298,-0.072971,-0.108477,-0.047170,-0.041047,-0.047906,-0.020484,0.003352,0.008449,-0.022515,0.042517,-0.049405,0.012745,-0.067713,-0.009180,0.024482,0.009674,0.043391,-0.004137,0.047680,0.007002,0.031751
-0.001576,-0.003401,-0.022717,-0.007635,-0.000911,0.002649,-0.055042,-0.030333,-0.053079,-0.003743,0.014880,0.033321,0.081846,0.040169,-0.012817,0.026432,-0.023741,-0.061754,-0.037664,0.016314,0.021012,-0.000067,0.019366,0.016089,0.012952,0.042232,0.012855,-0.039953,-0.048921,-0.050006,0.001337,-0.065208,0.009413,-0.097354,-0.084035,-0.067883,-0.035320,-0.044371,-0.128586,-0.060555,0.014302,-0.091054,-0.048372,-0.080230,-0.050942,0.023652,-0.033683,-0.028453,-0.039739,-0.035631,-0.017190,-0.013041,0.010005,0.011689,-0.010249,-0.045799,0.042696,0.046060,0.015584,0.046493,-0.025532,-0.033233,-0.007797,0.019010
-0.021819,-0.013797,-0.018810,-0.017887,0.016807,0.030627,-0.016905,-0.091409,0.081430,0.050143,0.005539,-0.001198,-0.088798,-0.005830,0.045412,-0.014662,0.012542,0.090150,0.074638,0.023504,-0.003538,0.039766,-0.066858,0.022103,-0.050586,-0.026852,-0.020495,-0.101878,-0.033590,-0.024531,-0.017154,0.013527,0.017468,-0.054694,-0.138462,-0.165740,-0.081456,-0.031987,-0.021204,-0.104125,-0.032969,-0.006867,-0.030247,-0.012996,-0.067333,-0.106855,-0.134161,-0.014838,-0.096639,-0.034255,0.035611,-0.058947,-0.114742,-0.003621,0.030674,-0.045285,-0.062962,-0.047121,0.007380,0.015881,0.051057,0.004261,0.015175,0.075404
-0.012528,-0.045275,-0.025737,-0.062049,-0.046654,0.037312,0.004136,-0.109471,0.022372,-0.009997,-0.020043,-0.070241,0.026885,0.027510,0.091992,0.033089,0.044341,0.012677,0.057116,-0.024243,-0.009900,-0.009927,-0.010144,0.042540,0.036165,0.033430,-0.009689,-0.015126,0.019210,-0.001266,0.025622,-0.053977,-0.032118,-0.083548,0.015916,-0.038447,-0.148883,-0.118982,-0.118957,-0.027883,-0.045561,-0.115134,-0.093541,-0.070526,-0.056440,-0.069514,0.002349,0.044018,-0.000706,-0.009746,0.019976,-0.041077,-0.014087,0.020913,-0.044010,-0.010542,-0.018081,0.025065,-0.003414,-0.082697,-0.013412,-0.029928,0.048655,0.009788
