0.161771,0.230156,0.251460,0.232794,0.156193,0.161715,0.116037,0.134043,0.087977,0.049116,0.121701,0.193589,0.197594,0.371106,0.372840,0.415484,0.375386,0.354661,0.413497,0.371339,0.357409,0.370487,0.295348,0.335694,0.351655,0.301318,0.225121,0.234261,0.304891,0.256074,0.256567,0.196734,0.122734,0.167555,0.146637,0.195253,0.193841,0.146846,0.137567,0.119086,0.147113,0.158957,0.112210,0.160205,0.095980,0.101796,0.128082,0.149729,0.138547,0.144917,0.133625,0.138268,0.178699,0.106200,0.131255,0.129504,0.139334,0.123840,0.103701,0.186896,0.188508,0.151484,0.161950,0.140339,0.156269,0.178051,0.173699,0.165684,0.186006,0.162845,0.229329,0.080809,0.156618,0.142786,0.161733,0.127318,0.167126,0.145595,0.126384,0.114712,0.099209,0.147981,0.117679,0.136255,0.131391,0.136529,0.206429,0.119558,0.063003,0.103759,0.047380,0.054696,0.116304,0.103591,0.154600,0.121870,0.065731,0.085146,0.115078,0.109985,0.097789,0.112219,0.073502,0.134854,0.115543,0.106243,0.113781,0.106767,0.134903,0.088905,0.113248,0.185089,0.116358,0.199829,0.163676,0.197645,0.238649,0.260425,0.189870,0.241145,0.211367,0.222363,0.238166,0.249420,0.205627,0.205305,0.245819,0.209413
0.141100,0.207250,0.218414,0.202590,0.210645,0.201924,0.160076,0.059212,0.042940,0.067639,0.088737,0.166430,0.229142,0.288504,0.295767,0.380573,0.357424,0.339199,0.363511,0.354462,0.338293,0.297122,0.346605,0.307707,0.229613,0.241962,0.218256,0.246361,0.202212,0.176483,0.200504,0.140787,0.153836,0.171076,0.187779,0.116632,0.196085,0.135125,0.145089,0.114280,0.106031,0.123729,0.172832,0.073560,0.099093,0.145379,0.143671,0.106621,0.100175,0.118897,0.090856,0.115381,0.079235,0.094594,0.089325,0.097550,0.106895,0.119451,0.151958,0.117099,0.154845,0.122412,0.059652,0.135890,0.093980,0.163159,0.098670,0.122049,0.159026,0.213891,0.144874,0.107952,0.074259,0.089075,0.088969,0.139293,0.116623,0.059154,0.056867,0.100429,0.133802,0.088445,0.099980,0.097012,0.138619,0.116354,0.118317,0.091553,0.102037,0.083299,0.023382,0.032420,0.066362,0.032313,0.038403,0.041581,0.098425,0.120423,0.065577,0.098112,0.067462,0.128188,0.112032,0.095704,0.131505,0.125620,0.090451,0.088234,0.120652,0.128048,0.205077,0.115926,0.106594,0.132560,0.288993,0.180776,0.206418,0.164342,0.224531,0.204397,0.221779,0.150947,0.195200,0.201211,0.184325,0.183976,0.226337,0.256164
0.184466,0.164498,0.226969,0.187115,0.209352,0.159508,0.123371,0.103717,0.076868,0.033539,0.113469,0.163173,0.215089,0.265952,0.329428,0.393522,0.385290,0.326457,0.326044,0.267391,0.356554,0.290710,0.265469,0.233077,0.206920,0.221024,0.236371,0.180724,0.238436,0.255479,0.148117,0.171127,0.179883,0.128958,0.176925,0.158364,0.146654,0.091643,0.074863,0.115572,0.136917,0.061455,0.112102,0.105208,0.124685,0.059635,0.066001,0.113116,0.073529,0.123268,0.058200,0.118996,0.123780,0.085140,0.090740,0.043903,0.111372,0.060273,0.195840,0.117858,0.131778,0.069401,0.143958,0.166487,0.132774,0.138474,0.148804,0.143473,0.152626,0.129032,0.160122,0.121614,0.146826,0.135247,0.118840,0.112364,0.142108,0.066804,0.093078,0.102711,0.031349,0.071444,0.139378,0.114237,0.031310,0.098470,0.135614,0.001600,0.056462,0.061991,0.057412,0.106814,0.078168,0.067324,0.076886,0.071357,0.078271,0.109045,0.127413,0.128939,0.120584,0.104606,0.161805,0.096336,0.110050,0.065636,0.120013,0.078666,0.125461,0.094950,0.172261,0.130404,0.089434,0.141836,0.155544,0.179505,0.175031,0.199287,0.182827,0.266788,0.201280,0.188282,0.224598,0.194019,0.124074,0.188314,0.219338,0.207082
0.174488,0.313463,0.144604,0.206761,0.168345,0.199081,0.080021,0.121963,0.096389,0.085905,0.200271,0.196718,0.256664,0.340059,0.354053,0.394058,0.376810,0.365293,0.356348,0.362085,0.325300,0.372373,0.325078,0.301519,0.254195,0.222542,0.230075,0.253237,0.172499,0.177939,0.244263,0.188395,0.132864,0.198142,0.169473,0.068596,0.155345,0.158553,0.088964,0.069278,0.066909,0.138781,0.108890,0.122936,0.180980,0.121700,0.119255,0.074001,0.112372,0.092312,0.108027,0.127749,0.114106,0.169230,0.121568,0.159356,0.142186,0.116210,0.107563,0.104611,0.168896,0.129858,0.195692,0.170569,0.174775,0.147394,0.214445,0.188785,0.167669,0.155296,0.188143,0.102048,0.181397,0.135665,0.120258,0.131181,0.106181,0.125028,0.132116,0.081885,0.113354,0.166000,0.148638,0.119536,0.139440,0.192402,0.193084,0.181903,0.129375,0.088931,0.095965,0.127124,0.084930,0.094729,0.063215,0.102054,0.023672,0.112835,0.066367,0.107550,0.101863,0.106067,0.178141,0.112061,0.086822,0.158643,0.107304,0.156221,0.181551,0.115919,0.155770,0.141520,0.171637,0.187066,0.179578,0.154963,0.182699,0.190706,0.262469,0.253676,0.205965,0.196732,0.187414,0.179131,0.255684,0.240722,0.235610,0.215815
0.143288,0.236387,0.229752,0.223806,0.197575,0.172460,0.158998,0.105943,0.032390,0.043525,0.133637,0.172500,0.314678,0.305965,0.263160,0.359978,0.325132,0.267135,0.292383,0.341803,0.319819,0.288251,0.356937,0.249576,0.292079,0.249715,0.233783,0.262365,0.214206,0.211630,0.213213,0.151325,0.142820,0.172448,0.133947,0.141473,0.125594,0.126722,0.102052,0.223018,0.165613,0.115333,0.108352,0.102428,0.149785,0.122564,0.177164,0.068128,0.153156,0.117212,0.053480,0.130901,0.147445,0.135331,0.079955,0.128538,0.151746,0.132362,0.076063,0.104610,0.084161,0.099217,0.120556,0.084601,0.142220,0.181558,0.128834,0.128160,0.158720,0.121224,0.149679,0.185848,0.082570,0.087587,0.133025,0.162942,0.078153,0.094798,0.033499,0.090569,0.039616,0.073731,0.050464,0.141389,0.142022,0.135389,0.098577,0.091492,0.089678,0.089819,0.107937,0.058203,0.058507,0.076578,0.061729,0.104996,0.062181,0.110394,0.068458,0.082843,0.104375,0.089163,0.122268,0.074428,0.107198,0.133890,0.125985,0.104919,0.143825,0.196648,0.118420,0.116875,0.143833,0.149238,0.138958,0.228073,0.198297,0.157163,0.214528,0.198106,0.219565,0.195130,0.206607,0.267645,0.235822,0.242297,0.166860,0.177808
0.133275,0.168630,0.153943,0.215011,0.211759,0.159119,0.165353,0.116683,0.114816,0.105217,0.116056,0.107507,0.213467,0.263792,0.327504,0.393849,0.315277,0.337227,0.305803,0.330289,0.338838,0.239902,0.346043,0.290791,0.201003,0.197761,0.208958,0.212836,0.163850,0.137961,0.148361,0.128241,0.118016,0.099816,0.158149,0.142112,0.230002,0.149602,0.119297,0.175666,0.111728,0.110833,0.106046,0.109967,0.122745,0.071593,0.055133,0.145017,0.086212,0.101239,0.073631,0.097463,0.097726,0.082105,0.113112,0.089609,0.138692,0.070219,0.184103,0.119662,0.038794,0.082898,0.057903,0.169395,0.152433,0.132104,0.145110,0.162893,0.107779,0.110469,0.185741,0.115001,0.113546,0.135244,0.093366,0.075032,0.154794,0.096529,0.041124,0.096642,0.100201,0.068758,0.085462,0.168817,0.218953,0.127422,0.129930,0.127933,0.102214,0.058331,0.125801,0.057935,0.151176,0.048846,0.054103,0.055653,0.066776,0.090838,0.071643,0.120297,0.037269,0.048620,0.082400,0.163154,0.042478,0.074177,0.072319,0.106450,0.144840,0.171044,0.128877,0.142608,0.136463,0.145135,0.156011,0.209252,0.176465,0.205695,0.185068,0.201986,0.205289,0.133397,0.183230,0.155297,0.163773,0.155712,0.247692,0.206060
0.285873,0.252127,0.187323,0.221506,0.216703,0.124327,0.083547,0.080085,0.092339,0.115652,0.156600,0.186389,0.248546,0.369664,0.347771,0.358979,0.336270,0.354019,0.292763,0.344450,0.338800,0.307234,0.281122,0.206128,0.325523,0.297247,0.205066,0.240080,0.221421,0.120210,0.181635,0.122320,0.188978,0.168918,0.122082,0.148095,0.109973,0.138517,0.142917,0.121009,0.133164,0.160904,0.165250,0.145471,0.109588,0.084568,0.142969,0.140102,0.118244,0.116703,0.151293,0.180064,0.162669,0.088032,0.159501,0.107872,0.150048,0.165065,0.129279,0.162709,0.155151,0.143950,0.149561,0.177873,0.213864,0.218124,0.178807,0.180171,0.207461,0.185720,0.136602,0.204303,0.207595,0.160871,0.161321,0.126749,0.038083,0.135423,0.174870,0.091229,0.145076,0.205969,0.177585,0.223329,0.253597,0.137576,0.184236,0.169897,0.111885,0.161891,0.098371,0.076873,0.189361,0.132316,0.108059,0.113113,0.093108,0.092732,0.126169,0.071479,0.146776,0.078845,0.069246,0.080237,0.058918,0.086854,0.108953,0.155460,0.121946,0.152803,0.127982,0.133862,0.134635,0.195887,0.174243,0.203989,0.211642,0.191080,0.238472,0.189522,0.168776,0.251915,0.207933,0.188212,0.220926,0.149105,0.219523,0.175160
0.213715,0.215460,0.202387,0.162604,0.135446,0.118508,0.030657,0.057815,0.116160,0.052212,0.101754,0.198046,0.268972,0.253316,0.297403,0.310846,0.321982,0.335138,0.273569,0.265644,0.283880,0.332806,0.215734,0.204135,0.229929,0.312278,0.237224,0.232373,0.183915,0.137951,0.127772,0.164157,0.113614,0.113269,0.222138,0.154846,0.153696,0.223361,0.098794,0.143336,0.046098,0.112406,0.143395,0.136568,0.075404,0.113613,0.033923,0.093219,0.091641,0.121981,0.119626,0.084332,0.107218,0.091519,0.178418,0.142873,0.126104,0.150436,0.058908,0.176862,0.149989,0.157769,0.164033,0.167266,0.154638,0.140388,0.132520,0.147457,0.116768,0.126794,0.184005,0.167310,0.197207,0.122966,0.151121,0.086697,0.090304,0.109821,0.075927,0.073016,0.172882,0.168175,0.170546,0.233164,0.225659,0.233886,0.247622,0.184123,0.184854,0.121354,0.108226,0.113295,0.090186,0.077755,0.083888,0.125505,0.019638,0.098354,0.117059,0.098772,0.040374,0.087144,0.099014,0.069945,0.123583,0.133609,0.124758,0.124372,0.172752,0.132430,0.146733,0.125334,0.084083,0.183379,0.177405,0.201554,0.149982,0.249892,0.167528,0.191444,0.212947,0.219974,0.182578,0.242320,0.172220,0.164247,0.154375,0.191256
0.275164,0.233611,0.215819,0.161940,0.134810,0.100012,0.046708,0.103621,0.106564,0.043380,0.116327,0.215866,0.174522,0.252334,0.303329,0.349772,0.334200,0.281431,0.261075,0.290902,0.306131,0.232436,0.244998,0.259235,0.248279,0.204087,0.235267,0.154975,0.193751,0.154570,0.170870,0.111108,0.069202,0.158788,0.156934,0.098450,0.194929,0.066382,0.125686,0.057316,0.111940,0.119980,0.110800,0.059847,0.077544,0.100452,0.062218,0.084832,0.035373,0.094082,0.117029,0.109927,0.131447,0.158747,0.082556,0.072155,0.128114,0.118145,0.137227,0.132965,0.091641,0.162304,0.125710,0.136366,0.114538,0.190407,0.149875,0.145662,0.221160,0.156788,0.178145,0.150168,0.201056,0.130738,0.079185,0.100674,0.097495,0.086211,0.096644,0.095294,0.126772,0.125690,0.127485,0.148796,0.222454,0.235396,0.188889,0.201493,0.153135,0.145902,0.139809,0.078113,0.065339,0.098560,0.068087,0.062268,0.060287,0.070294,0.065048,0.123557,0.026571,0.091461,0.079455,0.138004,0.057583,0.105031,0.075713,0.088996,0.122421,0.149099,0.088477,0.075751,0.128695,0.059015,0.179283,0.173896,0.180782,0.195323,0.205112,0.187777,0.168476,0.215799,0.176272,0.165950,0.229109,0.202604,0.214425,0.197908
0.194412,0.226367,0.180206,0.184162,0.123547,0.101426,0.121339,0.115194,0.144796,0.128031,0.132598,0.177272,0.249970,0.326549,0.330378,0.290767,0.331992,0.328024,0.311863,0.221026,0.305148,0.205303,0.139394,0.210852,0.208430,0.235797,0.222417,0.174510,0.238053,0.232880,0.168069,0.183264,0.182656,0.199893,0.145089,0.153127,0.110187,0.120748,0.152645,0.087018,0.078024,0.054390,0.073719,0.090882,0.071374,0.076816,0.089865,0.109092,0.074493,0.103396,0.138395,0.162691,0.138525,0.102319,0.174580,0.189396,0.094401,0.104495,0.108495,0.114567,0.173340,0.081723,0.118720,0.150129,0.251222,0.186733,0.170363,0.167272,0.212473,0.254589,0.176381,0.164294,0.151706,0.158758,0.153992,0.106932,0.069214,0.104149,0.125897,0.219181,0.231696,0.207921,0.197231,0.281502,0.254037,0.244975,0.246520,0.212201,0.174271,0.169367,0.151713,0.204825,0.178026,0.146980,0.052332,0.105020,0.129054,0.095737,0.112214,0.138827,0.065242,0.081597,0.073543,0.089642,0.092363,0.092720,0.120735,0.104278,0.097489,0.114829,0.127482,0.067095,0.144796,0.098552,0.168979,0.152574,0.225128,0.164049,0.169079,0.207879,0.227960,0.176068,0.206162,0.207691,0.224251,0.185482,0.212865,0.254501
0.213616,0.230603,0.217033,0.123926,0.116769,0.087157,0.061327,0.036244,0.118723,0.095408,0.208271,0.267945,0.297274,0.299366,0.291686,0.259254,0.308350,0.284146,0.268895,0.288006,0.220998,0.233986,0.265409,0.206329,0.205853,0.226178,0.238002,0.181431,0.138968,0.139452,0.133000,0.065292,0.138629,0.104964,0.144244,0.103021,0.099729,0.126492,0.074516,0.128551,0.048895,0.043003,0.129592,0.087428,0.069593,0.147954,0.110050,0.076191,0.093115,0.111212,0.094014,0.119080,0.086997,0.106994,0.058507,0.141588,0.088487,0.126314,0.088297,0.098676,0.184469,0.152940,0.151637,0.187013,0.203955,0.172471,0.111923,0.220134,0.157693,0.191379,0.153769,0.187785,0.154990,0.186681,0.168394,0.083182,0.111685,0.137163,0.067808,0.092943,0.134733,0.168086,0.170050,0.254207,0.265205,0.221367,0.216654,0.207781,0.231208,0.112862,0.141015,0.129203,0.125471,0.091156,0.049903,0.080661,0.045619,0.086415,0.112030,0.097791,0.066370,0.023097,0.101997,0.121905,0.102938,0.122538,0.078585,0.038126,0.147325,0.152418,0.097487,0.151501,0.157947,0.159920,0.107013,0.178045,0.091108,0.218720,0.235088,0.200589,0.185413,0.175350,0.173415,0.132043,0.138347,0.206969,0.257371,0.200487
