0.437819,0.352999,0.311669,0.329364,0.287461,0.275149,0.290443,0.354926,0.340232,0.280683,0.328075,0.367413,0.336013,0.451769,0.452809,0.427221,0.382135,0.350241,0.450440,0.375344,0.322905,0.318149,0.210085,0.191233,0.214553,0.187149,0.160159,0.141958,0.229938,0.170548,0.192312,0.114644,0.073084,0.120163,0.116013,0.157367,0.187813,0.137493,0.113705,0.099146,0.114341,0.124522,0.080019,0.159872,0.077231,0.081370,0.107656,0.114213,0.117540,0.118325,0.091928,0.081481,0.095639,0.056661,0.044274,0.070459,0.089795,0.035196,0.026240,0.116682,0.119957,0.030401,0.049776,-0.020445
0.520033,0.424500,0.375445,0.356261,0.402856,0.344512,0.403735,0.309424,0.389154,0.388750,0.436215,0.415242,0.425451,0.422932,0.439500,0.368630,0.314022,0.377288,0.391094,0.379475,0.387457,0.411607,0.472597,0.309761,0.143139,0.206842,0.102434,0.108088,0.133916,0.135712,0.210721,0.146730,0.106277,0.110602,0.134353,0.091818,0.111479,0.103558,0.083271,0.157469,0.153248,0.123260,0.143643,0.162307,0.178678,0.080148,0.079880,0.125448,0.024278,0.103231,0.023469,0.056842,0.121861,0.113443,0.046213,0.113660,0.067128,0.048525,0.066587,0.080086,0.013955,0.009711,0.074240,0.017145
0.440677,0.342440,0.313321,0.333858,0.387795,0.405929,0.402715,0.393003,0.374583,0.389776,0.380097,0.369367,0.351985,0.353591,0.326641,0.376734,0.378196,0.387907,0.408879,0.394842,0.412775,0.348185,0.375913,0.350457,0.262953,0.270314,0.172901,0.212772,0.146867,0.121733,0.150272,0.102319,0.108703,0.122021,0.144309,0.065915,0.193979,0.140862,0.164254,0.142950,0.160974,0.154658,0.178083,0.099500,0.106603,0.128875,0.143935,0.108547,0.119450,0.093483,0.055936,0.104475,0.064408,0.096520,0.070576,0.067618,0.052963,0.054336,0.109195,0.059245,0.104239,0.080715,-0.017809,0.032156
0.336022,0.354928,0.279256,0.324987,0.354716,0.391152,0.331641,0.371265,0.302389,0.319464,0.342292,0.411627,0.431998,0.371188,0.354407,0.394629,0.455939,0.358050,0.363404,0.358177,0.440552,0.442898,0.441535,0.405846,0.390057,0.383084,0.230463,0.176382,0.129856,0.093548,0.084548,0.104478,0.187596,0.179399,0.146308,0.146986,0.109089,0.158647,0.155322,0.168592,0.169210,0.153820,0.125898,0.104668,0.130907,0.130459,0.194061,0.099325,0.102824,0.076259,0.211421,0.069087,0.074055,0.035304,0.087650,0.072505,0.089887,-0.004946,0.047150,0.061005,0.021767,0.045433,0.078287,0.087426
0.389066,0.322040,0.372150,0.441296,0.447958,0.391449,0.382763,0.426338,0.402926,0.333324,0.393646,0.388449,0.377037,0.319870,0.293261,0.361761,0.423411,0.364578,0.388761,0.341873,0.453984,0.409411,0.395934,0.315513,0.291129,0.322597,0.331279,0.304149,0.345704,0.313055,0.187860,0.189113,0.200128,0.110099,0.163650,0.087554,0.107702,0.049365,0.073948,0.157684,0.160599,0.122579,0.164302,0.172513,0.184728,0.073326,0.102043,0.100533,0.081635,0.148127,0.073553,0.136013,0.120122,0.092651,0.055224,0.008387,0.051842,0.000743,0.125141,0.048822,0.081171,-0.005816,0.083250,0.096273
0.380401,0.307891,0.323805,0.419036,0.398590,0.345397,0.385993,0.384927,0.386125,0.326531,0.321889,0.345593,0.429547,0.322981,0.407372,0.424847,0.359070,0.408089,0.458674,0.403338,0.277385,0.341220,0.402960,0.293542,0.389186,0.406479,0.415328,0.468651,0.409810,0.357604,0.268281,0.177281,0.152933,0.170280,0.165714,0.135382,0.164470,0.142907,0.224107,0.149132,0.189118,0.124016,0.152134,0.119697,0.126791,0.105204,0.169088,0.160751,0.100755,0.130224,0.111492,0.073401,0.081773,0.075833,0.057115,0.140480,0.058219,0.015623,0.093301,0.098502,0.011789,0.027419,0.099210,0.060695
0.462190,0.463647,0.271840,0.378216,0.354405,0.386332,0.277956,0.436742,0.410086,0.348733,0.435649,0.393961,0.381656,0.402305,0.421772,0.379051,0.356814,0.349219,0.394469,0.396881,0.364598,0.451372,0.399089,0.405711,0.397021,0.360365,0.350064,0.384990,0.306511,0.368405,0.433663,0.371129,0.284932,0.268661,0.195303,0.070411,0.149913,0.160964,0.106465,0.068363,0.054812,0.130605,0.158845,0.182397,0.216426,0.166652,0.154701,0.154137,0.124885,0.099241,0.094267,0.125157,0.062904,0.147627,0.079290,0.167352,0.098231,0.072255,0.080375,0.051150,0.089176,0.047879,0.083519,0.060058
0.445224,0.317296,0.406685,0.381025,0.380598,0.372147,0.435174,0.414457,0.434026,0.384955,0.364559,0.342558,0.293543,0.331402,0.385438,0.350297,0.400196,0.441078,0.420875,0.364904,0.356291,0.375732,0.356321,0.360231,0.363089,0.334410,0.362715,0.414563,0.428226,0.434104,0.380252,0.443688,0.344145,0.319320,0.205215,0.175436,0.145748,0.153874,0.233196,0.163194,0.106097,0.207517,0.169024,0.204499,0.173376,0.094316,0.147013,0.136088,0.143271,0.139093,0.127087,0.116967,0.097754,0.092335,0.118812,0.152464,0.058386,0.053075,0.085120,0.051161,0.127713,0.131181,0.110979,0.076080
0.365127,0.365411,0.347011,0.402022,0.368059,0.355305,0.402814,0.477771,0.302591,0.329883,0.375790,0.376504,0.463199,0.386142,0.337642,0.402020,0.375017,0.293006,0.305422,0.357101,0.384310,0.342170,0.450556,0.362206,0.432161,0.412730,0.406900,0.491936,0.423698,0.410536,0.411037,0.372097,0.366433,0.397723,0.342469,0.292460,0.196709,0.155392,0.140242,0.220427,0.151853,0.122262,0.151046,0.132290,0.177984,0.216127,0.244469,0.124249,0.205952,0.142071,0.068833,0.163022,0.220334,0.109321,0.077959,0.148894,0.164841,0.151055,0.100341,0.091446,0.061491,0.102224,0.087784,0.019972
0.374757,0.397328,0.366955,0.450075,0.434283,0.350421,0.381134,0.505033,0.358729,0.382758,0.400856,0.459290,0.367254,0.358222,0.288013,0.349005,0.333234,0.344403,0.301527,0.399118,0.393570,0.398106,0.402658,0.343637,0.352506,0.353243,0.398216,0.408276,0.369475,0.389208,0.363191,0.439978,0.420097,0.473299,0.363739,0.329514,0.299095,0.237532,0.244363,0.147912,0.159993,0.227453,0.204458,0.186718,0.180338,0.202981,0.120831,0.076259,0.114387,0.113611,0.087645,0.163332,0.125713,0.082321,0.150273,0.126007,0.129036,0.080587,0.105505,0.185556,0.120211,0.133934,0.054575,0.083953
